1,2005,2,s,2005-07-04 00:00:00,2005-07-08 00:00:00,11:00,13:00,Lu a Vi,5.0,miércoles 13, 20, 27 de abril, 4 y 11 de mayo de 2016,,,12,7,,,,209,53
2,2005,2,s,,,,,,0.0,nan,,,20,10,,,,556,6
3,2005,2,s,2004-10-29 00:00:00,2005-03-05 00:00:00,16:00,14:00,Vi y Sa,0.0,29 de octubre de 2004 al 5 de marzo de 2005,,,25,10,,,,676,6
4,2006,1,i,2006-01-23 00:00:00,2006-01-27 00:00:00,08:00,12:00,Lu a Vi,5.0,23 al 27 de enero de 2006,,,16,8,,,,438,3
5,2006,1,i,2006-02-06 00:00:00,2006-02-10 00:00:00,08:00,12:00,Lu a Vi,5.0,6 al 10 de febrero de 2006,,,16,8,,,,440,3
6,2006,1,i,2006-01-09 00:00:00,2006-01-13 00:00:00,10:00,12:00,Lu a Vi,5.0,9 al 13 de enero de 2006,,,16,8,,,,467,6
7,2006,1,i,2006-01-09 00:00:00,2006-01-13 00:00:00,,,Lu a Vi,5.0,9 al 13 de enero de 2006,,,20,20,,,,532,6
8,2006,1,i,2006-02-07 00:00:00,2006-02-10 00:00:00,,,7,0.0,7 al 10 de febrero de 2006,,,20,10,,,,532,6
9,2006,1,i,2006-01-23 00:00:00,2006-01-27 00:00:00,,,,0.0,nan,,,20,10,,,,542,6
10,2006,1,s,2006-06-12 00:00:00,2006-06-23 00:00:00,16:00,20:00,Lu a Vi,10.0,12 al 23 de Junio de 2006,,,16,8,,,,21,3
11,2006,1,s,2005-11-28 00:00:00,2005-12-02 00:00:00,08:00,10:00,Lu a Vi,5.0,28 de noviembre al 2 de diciembre de 2005,,,16,8,,,,441,3
12,2006,1,s,2005-12-05 00:00:00,2005-12-09 00:00:00,,,,0.0,5 al 9 de diciembre de 2005,,,20,10,,,,556,6
13,2006,1,s,2005-09-21 00:00:00,2006-07-05 00:00:00,16:00,20:00,Mi,0.0,21 de septiembre de 2005 al 5 de julio de 2006,,,25,10,,,,702,6
14,2006,2,i,2006-06-19 00:00:00,2006-06-23 00:00:00,11:00,15:00,Lu a Vi,5.0,19 al 23 de junio de 2006,,,16,8,,,,5,3
15,2006,2,i,2006-07-31 00:00:00,2006-08-11 00:00:00,16:00,20:00,Lu a Vi,10.0,31 de julio al 11 de agosto de 2006,,,16,8,,,,27,3
16,2006,2,i,2006-07-31 00:00:00,2006-08-04 00:00:00,10:00,13:00,Lu a Vi,5.0,31 de julio al 4 de agosto de 2006,,,16,8,,,,28,3
17,2006,2,i,2006-07-03 00:00:00,2006-07-07 00:00:00,12:00,14:00,Lu a Vi,5.0,3 al 7 de julio de 2006,,,16,8,,,,29,3
18,2006,2,i,2006-06-26 00:00:00,2006-06-30 00:00:00,10:00,12:00,Lu a Vi,5.0,26 al 30 de junio de 2006,,,30,15,,,,222,6
19,2006,2,i,2006-06-26 00:00:00,2006-06-30 00:00:00,12:00,15:00,Lu a Vi,5.0,26 al 30 de junio de 2006,,,30,15,,,,223,9
20,2006,2,i,2006-06-26 00:00:00,2006-06-30 00:00:00,17:00,20:00,Lu a Vi,5.0,26 al 30 de junio de 2006,,,25,12,,,,224,9
21,2006,2,i,2006-07-31 00:00:00,2006-08-04 00:00:00,09:00,13:00,Lu a Vi,5.0,31 de julio al 4 de agosto de 2006,,,30,15,,,,225,9
22,2006,2,i,2006-07-31 00:00:00,2006-08-04 00:00:00,09:00,15:00,Lu a Vi,5.0,31 de julio al 4 de agosto de 2006,,,25,12,,,,226,9
23,2006,2,i,2006-07-03 00:00:00,2006-07-07 00:00:00,10:00,14:00,Lu a Vi,5.0,del 3 al 7 de julio de 2006,,,30,15,,,,227,13
24,2006,2,i,2006-07-31 00:00:00,2006-08-04 00:00:00,17:00,20:00,Lu a Vi,5.0,del 31 de julio al 4 de agosto de 2006,,,20,10,,,,228,5
25,2006,2,i,2006-07-31 00:00:00,2006-08-04 00:00:00,16:00,20:00,Lu a Vi,5.0,31 de julio al 4 de agosto de 2006,,,16,8,,,,434,434
26,2006,2,i,2006-07-03 00:00:00,2006-07-07 00:00:00,16:00,20:00,Lu a Vi,5.0,3 al 7 de julio de 2006,,,25,12,,,,435,6
27,2006,2,i,2006-07-31 00:00:00,2006-08-04 00:00:00,10:00,14:00,Lu a Vi,5.0,31 de julio al 4 de agosto de 2006,,,20,10,,,,542,6
28,2006,2,i,2006-06-26 00:00:00,2006-06-30 00:00:00,10:00,14:00,Lu a Vi,5.0,26 al 30 de junio de 2006,,,10,5,,,,546,5
29,2006,2,i,2006-07-03 00:00:00,2006-07-07 00:00:00,10:00,14:00,Lu a Vi,5.0,3 al 7 de julio de 2006,,,20,10,,,,548,6
30,2006,2,i,2006-06-19 00:00:00,2006-06-23 00:00:00,10:00,14:00,Lu a Vi,5.0,19 al 23 de junio de 2006,,,20,10,,,,556,6
31,2006,2,i,2006-08-07 00:00:00,2006-08-11 00:00:00,10:00,14:00,Lu a Vi,5.0,7 al 11 de agosto de 2006,,,20,10,,,,559,6
32,2006,2,i,2006-06-26 00:00:00,2006-06-30 00:00:00,17:00,19:00,Lu a Vi,5.0,26 al 30 de junio de2006,,,20,10,,,,563,6
33,2006,2,i,2006-06-26 00:00:00,2006-06-30 00:00:00,10:00,14:00,Lu a Vi,5.0,26 al 30 de junio de 2006,,,20,10,,,,564,6
34,2006,2,s,2006-05-26 00:00:00,2006-06-23 00:00:00,10:00,14:00,Vi,5.0,26 de mayo al 23 de junio,,,25,12,,,,436,6
35,2006,2,s,2006-03-15 00:00:00,2006-04-26 00:00:00,10:00,13:00,Lu,6.0,15 de marzo al 26 de abril de 2006,,,25,12,,,,437,6
36,2007,1,i,2006-12-06 00:00:00,2006-12-15 00:00:00,14:00,16:30,Mi y Vi,4.0,6, 8, 13 y 15 de diciembre de 2006,,,16,6,,,,14,3
37,2007,1,i,2007-01-22 00:00:00,2007-02-02 00:00:00,11:00,14:00,Lu a Vi,10.0,22 de enero al 2 de febrero de 2007,,,16,8,,,,19,3
38,2007,1,i,2006-12-04 00:00:00,2006-12-08 00:00:00,11:00,14:00,Lu a Vi,5.0,4 al 8 de diciembre de 2006,,,16,8,,,,24,3
39,2007,1,i,2007-02-06 00:00:00,2007-02-09 00:00:00,11:00,15:00,Ma a Vi,4.0,6 al 9 de febrero de 2007,,,16,8,,,,25,3
40,2007,1,i,2007-01-08 00:00:00,2007-01-19 00:00:00,16:00,19:00,Lu a Vi,10.0,8 al 19 de enero de 2007,,,16,8,,,,26,3
41,2007,1,i,2007-12-04 00:00:00,2007-12-08 00:00:00,09:00,14:00,Lu a Vi,5.0,del 4 al 8 de diciembre,,,36,12,,,,226,13
42,2007,1,i,2007-01-08 00:00:00,2007-01-12 00:00:00,10:00,14:00,Lu a Vi,5.0,8 al 12 de enero de 2007,,,30,15,,,,231,6
43,2007,1,i,2007-01-08 00:00:00,2007-02-02 00:00:00,14:00,15:30,Lu y Vi,17.0,8 de enero al 2 de febrero de 2007,,,30,15,,,,232,232
44,2007,1,i,2007-01-15 00:00:00,2007-01-19 00:00:00,10:00,14:00,Lu a Vi,5.0,15 al 19 de enero de 2007,,,30,15,,,,233,9
45,2007,1,i,2007-01-15 00:00:00,2007-01-19 00:00:00,10:00,13:00,Lu a Vi,5.0,15 al 19 de enero de 2007,,,20,10,,,,234,13
46,2007,1,i,2007-01-22 00:00:00,2007-01-26 00:00:00,10:00,14:00,Lu a Vi,5.0,22 al 26 de enero de 2007,,,20,10,,,,235,13
47,2007,1,i,2007-01-29 00:00:00,2007-02-02 00:00:00,10:00,14:00,Lu a Vi,5.0,29 de enero al 2 de febrero de 2007,,,20,10,,,,236,13
48,2007,1,i,2007-01-22 00:00:00,2007-01-26 00:00:00,09:00,14:00,Lu a Vi,5.0,22 al 26 de enero de 2007,,,30,15,,,,237,9
49,2007,1,i,2007-01-29 00:00:00,2007-02-02 00:00:00,10:00,14:00,Lu a Vi,5.0,29 enero al 2 de febrero de 2007,,,30,15,,,,238,9
